title;IGP-DI   Índice Geral de Preços
02/1956;0.0000000000004213289
03/1956;0.0000000000004271403
04/1956;0.0000000000004285932
05/1956;0.0000000000004416689
06/1956;0.0000000000004547446
07/1956;0.0000000000004620089
08/1956;0.0000000000004707261
09/1956;0.0000000000004867075
10/1956;0.0000000000004939718
11/1956;0.0000000000004997832
12/1956;0.0000000000005012361
01/1957;0.0000000000005230290
02/1957;0.0000000000005230290
03/1957;0.0000000000005215761
04/1957;0.0000000000005201233
05/1957;0.0000000000005186704
06/1957;0.0000000000005186704
07/1957;0.0000000000005201233
08/1957;0.0000000000005230290
09/1957;0.0000000000005215761
10/1957;0.0000000000005230290
11/1957;0.0000000000005288404
12/1957;0.0000000000005361047
01/1958;0.0000000000005433690
02/1958;0.0000000000005462747
03/1958;0.0000000000005535390
04/1958;0.0000000000005608033
05/1958;0.0000000000005709733
06/1958;0.0000000000005724262
07/1958;0.0000000000005825962
08/1958;0.0000000000005942190
09/1958;0.0000000000006116533
10/1958;0.0000000000006334462
11/1958;0.0000000000006595977
12/1958;0.0000000000006668619
01/1959;0.0000000000006944663
02/1959;0.0000000000007438634
03/1959;0.0000000000007554863
04/1959;0.0000000000007714677
05/1959;0.0000000000007801849
06/1959;0.0000000000007889020
07/1959;0.0000000000008063363
08/1959;0.0000000000008441107
09/1959;0.0000000000008659035
10/1959;0.0000000000008862436
11/1959;0.0000000000009182064
12/1959;0.0000000000009298293
01/1960;0.0000000000009443579
02/1960;0.0000000000009676036
03/1960;0.0000000000009821322
04/1960;0.0000000000009981137
05/1960;0.0000000000009995665
06/1960;0.000000000001005377
07/1960;0.000000000001025718
08/1960;0.000000000001056228
09/1960;0.000000000001098360
10/1960;0.000000000001153569
11/1960;0.000000000001188438
12/1960;0.000000000001213136
01/1961;0.000000000001236382
02/1961;0.000000000001240741
03/1961;0.000000000001266892
04/1961;0.000000000001329365
05/1961;0.000000000001348252
06/1961;0.000000000001368592
07/1961;0.000000000001388932
08/1961;0.000000000001461575
09/1961;0.000000000001522595
10/1961;0.000000000001648994
11/1961;0.000000000001728901
12/1961;0.000000000001792827
01/1962;0.000000000001887263
02/1962;0.000000000001919225
03/1962;0.000000000001951188
04/1962;0.000000000001967170
05/1962;0.000000000002045624
06/1962;0.000000000002109549
07/1962;0.000000000002205439
08/1962;0.000000000002267911
09/1962;0.000000000002315856
10/1962;0.000000000002379782
11/1962;0.000000000002557640
12/1962;0.000000000002717978
01/1963;0.000000000002955898
02/1963;0.000000000003131752
03/1963;0.000000000003305020
04/1963;0.000000000003356742
05/1963;0.000000000003493804
06/1963;0.000000000003669658
07/1963;0.000000000003806721
08/1963;0.000000000003946370
09/1963;0.000000000004163601
10/1963;0.000000000004419624
11/1963;0.000000000004616166
12/1963;0.000000000004890292
01/1964;0.000000000005441128
02/1964;0.000000000005808353
03/1964;0.000000000006240230
04/1964;0.000000000006514355
05/1964;0.000000000006690209
06/1964;0.000000000006979851
07/1964;0.000000000007429830
08/1964;0.000000000007647061
09/1964;0.000000000007934117
10/1964;0.000000000008288411
11/1964;0.000000000008865109
12/1964;0.000000000009395257
01/1965;0.000000000009847822
02/1965;0.00000000001015556
03/1965;0.00000000001076588
04/1965;0.00000000001101932
05/1965;0.00000000001120810
06/1965;0.00000000001133740
07/1965;0.00000000001164774
08/1965;0.00000000001178738
09/1965;0.00000000001202013
10/1965;0.00000000001226322
11/1965;0.00000000001237443
12/1965;0.00000000001261235
01/1966;0.00000000001357954
02/1966;0.00000000001397263
03/1966;0.00000000001433727
04/1966;0.00000000001501224
05/1966;0.00000000001536136
06/1966;0.00000000001564583
07/1966;0.00000000001616563
08/1966;0.00000000001651992
09/1966;0.00000000001691301
10/1966;0.00000000001725955
11/1966;0.00000000001742764
12/1966;0.00000000001754660
01/1967;0.00000000001832760
02/1967;0.00000000001877241
03/1967;0.00000000001920428
04/1967;0.00000000001968788
05/1967;0.00000000001994908
06/1967;0.00000000002010941
07/1967;0.00000000002067577
08/1967;0.00000000002084904
09/1967;0.00000000002116454
10/1967;0.00000000002148263
11/1967;0.00000000002181623
12/1967;0.00000000002193519
01/1968;0.00000000002265671
02/1968;0.00000000002318686
03/1968;0.00000000002366787
04/1968;0.00000000002419285
05/1968;0.00000000002455749
06/1968;0.00000000002521694
07/1968;0.00000000002557382
08/1968;0.00000000002587898
09/1968;0.00000000002635223
10/1968;0.00000000002694703
11/1968;0.00000000002734787
12/1968;0.00000000002752631
01/1969;0.00000000002799181
02/1969;0.00000000002839007
03/1969;0.00000000002854006
04/1969;0.00000000002889953
05/1969;0.00000000002923055
06/1969;0.00000000002986414
07/1969;0.00000000003055204
08/1969;0.00000000003106926
09/1969;0.00000000003175457
10/1969;0.00000000003227349
11/1969;0.00000000003274671
12/1969;0.00000000003284136
01/1970;0.00000000003325148
02/1970;0.00000000003372470
03/1970;0.00000000003437143
04/1970;0.00000000003448185
05/1970;0.00000000003503393
06/1970;0.00000000003580686
07/1970;0.00000000003642204
08/1970;0.00000000003725806
09/1970;0.00000000003799944
10/1970;0.00000000003856730
11/1970;0.00000000003886700
12/1970;0.00000000003916671
01/1971;0.00000000003979767
02/1971;0.00000000004041285
03/1971;0.00000000004121732
04/1971;0.00000000004193097
05/1971;0.00000000004270107
06/1971;0.00000000004367634
07/1971;0.00000000004432798
08/1971;0.00000000004473919
09/1971;0.00000000004538280
10/1971;0.00000000004593537
11/1971;0.00000000004640343
12/1971;0.00000000004679214
01/1972;0.00000000004756997
02/1972;0.00000000004850486
03/1972;0.00000000004928942
04/1972;0.00000000004981952
05/1972;0.00000000005024857
06/1972;0.00000000005078807
07/1972;0.00000000005148821
08/1972;0.00000000005222296
09/1972;0.00000000005280695
10/1972;0.00000000005330181
11/1972;0.00000000005376510
12/1972;0.00000000005414860
01/1973;0.00000000005504442
02/1973;0.00000000005568511
03/1973;0.00000000005648524
04/1973;0.00000000005730527
05/1973;0.00000000005791222
06/1973;0.00000000005845342
07/1973;0.00000000005905547
08/1973;0.00000000005964994
09/1973;0.00000000006026653
10/1973;0.00000000006114946
11/1973;0.00000000006190713
12/1973;0.00000000006256542
01/1974;0.00000000006440140
02/1974;0.00000000006611328
03/1974;0.00000000006909536
04/1974;0.00000000007264450
05/1974;0.00000000007519365
06/1974;0.00000000007668303
07/1974;0.00000000007759410
08/1974;0.00000000007859423
09/1974;0.00000000007989667
10/1974;0.00000000008109841
11/1974;0.00000000008237055
12/1974;0.00000000008417930
01/1975;0.00000000008606051
02/1975;0.00000000008801528
03/1975;0.00000000008939904
04/1975;0.00000000009100344
05/1975;0.00000000009293923
06/1975;0.00000000009500650
07/1975;0.00000000009701259
08/1975;0.00000000009971708
09/1975;0.0000000001020188
10/1975;0.0000000001043168
11/1975;0.0000000001065641
12/1975;0.0000000001088875
01/1976;0.0000000001122558
02/1976;0.0000000001169144
03/1976;0.0000000001212282
04/1976;0.0000000001257819
05/1976;0.0000000001300660
06/1976;0.0000000001335386
07/1976;0.0000000001386233
08/1976;0.0000000001443009
09/1976;0.0000000001492551
10/1976;0.0000000001527711
11/1976;0.0000000001556813
12/1976;0.0000000001592548
01/1977;0.0000000001652064
02/1977;0.0000000001704398
03/1977;0.0000000001775158
04/1977;0.0000000001847523
05/1977;0.0000000001913695
06/1977;0.0000000001951271
07/1977;0.0000000001991574
08/1977;0.0000000002017426
09/1977;0.0000000002053165
10/1977;0.0000000002109450
11/1977;0.0000000002164515
12/1977;0.0000000002210135
01/1978;0.0000000002268921
02/1978;0.0000000002346064
03/1978;0.0000000002423365
04/1978;0.0000000002504698
05/1978;0.0000000002585073
06/1978;0.0000000002678934
07/1978;0.0000000002754540
08/1978;0.0000000002828000
09/1978;0.0000000002900214
10/1978;0.0000000002983457
11/1978;0.0000000003065498
12/1978;0.0000000003112070
01/1979;0.0000000003226508
02/1979;0.0000000003347431
03/1979;0.0000000003540710
04/1979;0.0000000003674342
05/1979;0.0000000003760308
06/1979;0.0000000003889879
07/1979;0.0000000004059408
08/1979;0.0000000004296261
09/1979;0.0000000004626804
10/1979;0.0000000004869682
11/1979;0.0000000005140737
12/1979;0.0000000005516021
01/1980;0.0000000005860237
02/1980;0.0000000006106183
03/1980;0.0000000006507523
04/1980;0.0000000006880058
05/1980;0.0000000007319770
06/1980;0.0000000007749001
07/1980;0.0000000008403514
08/1980;0.0000000008984787
09/1980;0.0000000009459265
10/1980;0.000000001018261
11/1980;0.000000001095140
12/1980;0.000000001159685
01/1981;0.000000001235792
02/1981;0.000000001340589
03/1981;0.000000001439346
04/1981;0.000000001518076
05/1981;0.000000001612085
06/1981;0.000000001684094
07/1981;0.000000001769604
08/1981;0.000000001888716
09/1981;0.000000001984500
10/1981;0.000000002070886
11/1981;0.000000002180857
12/1981;0.000000002263660
01/1982;0.000000002405944
02/1982;0.000000002570738
03/1982;0.000000002756555
04/1982;0.000000002904293
05/1982;0.000000003082020
06/1982;0.000000003328349
07/1982;0.000000003529973
08/1982;0.000000003734755
09/1982;0.000000003871382
10/1982;0.000000004056442
11/1982;0.000000004259352
12/1982;0.000000004520998
01/1983;0.000000004929945
02/1983;0.000000005251314
03/1983;0.000000005781023
04/1983;0.000000006312661
05/1983;0.000000006716671
06/1983;0.000000007563319
07/1983;0.000000008569628
08/1983;0.000000009436254
09/1983;0.00000001064332
10/1983;0.00000001205508
11/1983;0.00000001307183
12/1983;0.00000001405993
01/1984;0.00000001543970
02/1984;0.00000001733245
03/1984;0.00000001905728
04/1984;0.00000002076101
05/1984;0.00000002260046
06/1984;0.00000002469085
07/1984;0.00000002723872
08/1984;0.00000003013206
09/1984;0.00000003329869
10/1984;0.00000003748743
11/1984;0.00000004118964
12/1984;0.00000004552771
01/1985;0.00000005128074
02/1985;0.00000005649185
03/1985;0.00000006367097
04/1985;0.00000006826570
05/1985;0.00000007357849
06/1985;0.00000007935015
07/1985;0.00000008642482
08/1985;0.00000009852312
09/1985;0.0000001075208
10/1985;0.0000001172484
11/1985;0.0000001347772
12/1985;0.0000001525661
01/1986;0.0000001797041
02/1986;0.0000002066224
03/1986;0.0000002180345
04/1986;0.0000002167655
05/1986;0.0000002174589
06/1986;0.0000002186079
07/1986;0.0000002199903
08/1986;0.0000002229207
09/1986;0.0000002253561
10/1986;0.0000002284805
11/1986;0.0000002340906
12/1986;0.0000002517841
01/1987;0.0000002820931
02/1987;0.0000003218866
03/1987;0.0000003701659
04/1987;0.0000004444787
05/1987;0.0000005670751
06/1987;0.0000007138059
07/1987;0.0000007804132
08/1987;0.0000008155168
09/1987;0.0000008808966
10/1987;0.000000979095
11/1987;0.000001120723
12/1987;0.000001298790
01/1988;0.000001547402
02/1988;0.000001820455
03/1988;0.000002151096
04/1988;0.000002588467
05/1988;0.000003093478
06/1988;0.000003737849
07/1988;0.000004542933
08/1988;0.000005583021
09/1988;0.000007021114
10/1988;0.000008957812
11/1988;0.00001146326
12/1988;0.00001477450
01/1989;0.00002017558
02/1989;0.00002255717
03/1989;0.00002351083
04/1989;0.00002472625
05/1989;0.00002788088
06/1989;0.00003534312
07/1989;0.00004873173
08/1989;0.00006650961
09/1989;0.00009239392
10/1989;0.0001290728
11/1989;0.0001862189
12/1989;0.0002781883
01/1990;0.0004782058
02/1990;0.0008209837
03/1990;0.001488607
04/1990;0.001657266
05/1990;0.001807746
06/1990;0.001970805
07/1990;0.002226616
08/1990;0.002514517
09/1990;0.002808967
10/1990;0.003206717
11/1990;0.003766289
12/1990;0.00438622
01/1991;0.005260394
02/1991;0.006370864
03/1991;0.006832751
04/1991;0.007429934
05/1991;0.007915108
06/1991;0.008695538
07/1991;0.009811176
08/1991;0.01133092
09/1991;0.0131654
10/1991;0.01656866
11/1991;0.02083674
12/1991;0.02545
01/1992;0.03228078
02/1992;0.04028319
03/1992;0.04862181
04/1992;0.05763629
05/1992;0.07057564
06/1992;0.08569295
07/1992;0.1042797
08/1992;0.1309128
09/1992;0.1667436
10/1992;0.2083295
11/1992;0.2587869
12/1992;0.3201194
01/1993;0.4120897
02/1993;0.5213346
03/1993;0.6663178
04/1993;0.8542861
05/1993;1.129964
06/1993;1.477089
07/1993;1.949167
08/1993;2.602722
09/1993;3.565469
10/1993;4.818376
11/1993;6.599247
12/1993;8.989495
01/1994;12.78216
02/1994;18.20307
03/1994;26.36351
04/1994;37.55746
05/1994;52.93725
06/1994;77.59542
07/1994;96.76925
08/1994;100
09/1994;101.549
10/1994;104.143
11/1994;106.72
12/1994;107.325
01/1995;108.785
02/1995;110.039
03/1995;112.035
04/1995;114.614
05/1995;115.071
06/1995;118.09
07/1995;120.733
08/1995;122.289
09/1995;120.967
10/1995;121.241
11/1995;122.85
12/1995;123.187
01/1996;125.397
02/1996;126.353
03/1996;126.627
04/1996;127.509
05/1996;129.655
06/1996;131.24
07/1996;132.674
08/1996;132.679
09/1996;132.849
10/1996;133.141
11/1996;133.517
12/1996;134.689
01/1997;136.814
02/1997;137.39
03/1997;138.99
04/1997;139.807
05/1997;140.229
06/1997;141.207
07/1997;141.33
08/1997;141.268
09/1997;142.101
10/1997;142.587
11/1997;143.771
12/1997;144.765
01/1998;146.038
02/1998;146.067
03/1998;146.408
04/1998;146.211
05/1998;146.544
06/1998;146.951
07/1998;146.398
08/1998;146.144
09/1998;146.111
10/1998;146.063
11/1998;145.797
12/1998;147.231
01/1999;148.921
02/1999;155.528
03/1999;158.6
04/1999;158.647
05/1999;158.1
06/1999;159.711
07/1999;162.253
08/1999;164.612
09/1999;167.028
10/1999;170.182
11/1999;174.496
12/1999;176.647
01/2000;178.454
02/2000;178.8
03/2000;179.128
04/2000;179.357
05/2000;180.563
06/2000;182.236
07/2000;186.353
08/2000;189.746
09/2000;191.049
10/2000;191.763
11/2000;192.506
12/2000;193.97
01/2001;194.92
02/2001;195.58
03/2001;197.151
04/2001;199.374
05/2001;200.251
06/2001;203.167
07/2001;206.45
08/2001;208.315
09/2001;209.111
10/2001;212.135
11/2001;213.756
12/2001;214.137
01/2002;214.535
02/2002;214.927
03/2002;215.17
04/2002;216.673
05/2002;219.07
06/2002;222.872
07/2002;227.441
08/2002;232.818
09/2002;238.973
10/2002;249.042
11/2002;263.58
12/2002;270.692
01/2003;276.578
02/2003;280.984
03/2003;285.64
04/2003;286.815
05/2003;284.9
06/2003;282.913
07/2003;282.349
08/2003;284.105
09/2003;287.081
10/2003;288.337
11/2003;289.718
12/2003;291.462
01/2004;293.793
02/2004;296.976
03/2004;299.746
04/2004;303.184
05/2004;307.616
06/2004;311.576
07/2004;315.113
08/2004;319.244
09/2004;320.788
10/2004;322.492
11/2004;325.148
12/2004;326.833
01/2005;327.915
02/2005;329.241
03/2005;332.49
04/2005;334.17
05/2005;333.321
06/2005;331.823
07/2005;330.484
08/2005;327.887
09/2005;327.454
10/2005;329.529
11/2005;330.619
12/2005;330.835
01/2006;333.222
02/2006;333.03
03/2006;331.531
04/2006;331.607
05/2006;332.851
06/2006;335.067
07/2006;335.637
08/2006;337.011
09/2006;337.817
10/2006;340.541
11/2006;342.482
12/2006;343.384
01/2007;344.85
02/2007;345.652
03/2007;346.407
04/2007;346.878
05/2007;347.421
06/2007;348.328
07/2007;349.628
08/2007;354.495
09/2007;358.633
10/2007;361.308
11/2007;365.1
12/2007;370.485
01/2008;374.139
02/2008;375.558
03/2008;378.194
04/2008;382.414
05/2008;389.585
06/2008;396.954
07/2008;401.406
08/2008;399.87
09/2008;401.327
10/2008;405.707
11/2008;405.982
12/2008;404.185
01/2009;404.244
02/2009;403.737
03/2009;400.353
04/2009;400.53
05/2009;401.232
06/2009;399.966
07/2009;397.393
08/2009;397.758
09/2009;398.738
10/2009;398.575
11/2009;398.857
12/2009;398.407
01/2010;402.425
02/2010;406.826
03/2010;409.399
04/2010;412.341
05/2010;418.811
06/2010;420.241
07/2010;421.154
08/2010;425.788
09/2010;430.453
10/2010;434.882
11/2010;441.754
12/2010;443.427
01/2011;447.764
02/2011;452.047
03/2011;454.805
04/2011;457.059
05/2011;457.09
06/2011;456.49
07/2011;456.258
08/2011;459.055
09/2011;462.509
10/2011;464.349
11/2011;466.331
12/2011;465.586
01/2012;466.979
02/2012;467.308
03/2012;469.91
04/2012;474.683
05/2012;479.019
06/2012;482.311
07/2012;489.621
08/2012;495.949
09/2012;500.314
10/2012;498.739
11/2012;499.989
12/2012;503.283
01/2013;504.83
02/2013;505.832
03/2013;507.375
04/2013;507.087
05/2013;508.715
06/2013;512.598
07/2013;513.313
08/2013;515.688
09/2013;522.69
10/2013;525.966
11/2013;527.422
12/2013;531.056
01/2014;533.197
02/2014;537.703
03/2014;545.684
04/2014;548.145
05/2014;545.652
06/2014;542.194
07/2014;539.21
08/2014;539.55
09/2014;539.649
10/2014;542.853
11/2014;549.04
12/2014;551.149
01/2015;554.835
02/2015;557.803
03/2015;564.568
04/2015;569.738
05/2015;572.034
06/2015;575.938
07/2015;579.293
08/2015;581.618
09/2015;589.897
10/2015;600.269
11/2015;607.441
12/2015;610.128
01/2016;619.476
02/2016;624.366
03/2016;627.06
04/2016;629.345
05/2016;636.468
06/2016;646.868
07/2016;644.356
08/2016;647.153
09/2016;647.36
10/2016;648.213
11/2016;648.561
12/2016;653.951
01/2017;656.778
02/2017;657.191
03/2017;654.709
04/2017;646.573
05/2017;643.26
06/2017;637.079
07/2017;635.198
08/2017;636.714
09/2017;640.654
10/2017;641.279
11/2017;646.422
12/2017;651.214
01/2018;654.968
02/2018;655.975
03/2018;659.665
04/2018;665.77
05/2018;676.695
06/2018;686.696
07/2018;689.746
08/2018;694.414
09/2018;706.834
10/2018;708.694
11/2018;700.601
12/2018;697.446
01/2019;697.923
02/2019;706.66
03/2019;714.243
04/2019;720.695
05/2019;723.577
06/2019;728.142
07/2019;728.084
08/2019;724.395
09/2019;728.04
10/2019;732.041
11/2019;738.264
12/2019;751.121
01/2020;751.82
02/2020;751.91
03/2020;764.276
04/2020;764.656
05/2020;772.843
06/2020;785.221
07/2020;803.584
08/2020;834.713
09/2020;862.259
10/2020;893.977
11/2020;917.538
12/2020;924.504
01/2021;951.395
02/2021;977.133
03/2021;998.344
04/2021;1020.495
05/2021;1055.167
06/2021;1056.343
07/2021;1071.615
08/2021;1070.147
09/2021;1064.31
10/2021;1081.301
11/2021;1075.022
12/2021;1088.489
01/2022;1110.398
02/2022;1127.077
03/2022;1153.777
04/2022;1158.546
08/2022;1162.956
